Date,Time,Vendor,Employee,Amount,Location,Card Type,Transaction Type
10/24/23,13:08:55,Jordan-Taylor,Marissa Myers,75,"Kevinland, Tennessee, United States Minor Outlying Islands",Visa,Purchase
5/26/23,13:22:30,"Jordan, Macias and Oliver",Victor Patel,441.92,"Melissaside, Nevada, Burundi",MasterCard,Purchase
11/1/23,3:11:31,"Kaiser, Rodriguez and Sloan",Brian Davies,379.3,"Hannahhaven, Missouri, United States of America",MasterCard,Purchase
2/21/23,10:13:21,Kane PLC,Daniel Johnson,62.77,"New Jeanettestad, Massachusetts, Gibraltar",Visa,Purchase
6/6/23,18:17:49,Kelley and Sons,Patricia Herrera,225.26,"Ianfurt, Rhode Island, Paraguay",AmEx,Purchase
4/20/23,4:35:14,"Kelley, Reese and Gamble",Alyssa Ruiz,249.89,"East Mariafurt, Nevada, Kuwait",Visa,Purchase
7/5/23,22:34:28,Kelly LLC,Tyler Williams,22.11,"West Jennifer, South Dakota, Guadeloupe",MasterCard,Purchase
3/10/23,18:10:53,Kelly Ltd,Jennifer Gray,362.05,"South Shaneborough, Wyoming, Wallis and Futuna",MasterCard,Purchase
6/14/23,5:09:06,"Kelly, Gregory and Miller",Dr. April Adams DDS,426.06,"North Mariaville, Georgia, Spain",Visa,Purchase
9/26/23,16:44:09,"Kelly, Long and Hoffman",Nicole Hamilton,63.19,"Roberthaven, Kansas, Nicaragua",AmEx,Purchase
6/8/23,23:01:23,"Kelly, Miller and Wright",Andrea Smith,291.65,"West Brittanyview, Michigan, Burundi",AmEx,Purchase
1/29/24,7:49:38,"Kennedy, Dickerson and Cook",Patricia Herrera,448.81,"North Pamelaville, Maryland, Gibraltar",Visa,Purchase
3/2/23,2:20:08,Kent-Cook,Lauren Romero,470.63,"Lake Patty, Alabama, Belize",AmEx,Purchase
10/17/23,2:40:09,Kerr Group,Veronica Rivers,483.5,"East Conniefurt, Missouri, Liberia",Visa,Purchase
8/31/23,9:13:56,Kim-Allen,Nicole Hamilton,473.79,"Port Ashleyberg, New Hampshire, Bhutan",AmEx,Purchase
10/2/23,14:42:14,King Inc,Aaron Perez,423.26,"Diazport, Maine, Slovakia (Slovak Republic)",AmEx,Purchase
1/7/24,15:13:13,Klein Group,Zachary Lopez,155.92,"Charlottechester, New Hampshire, Dominican Republic",AmEx,Purchase
10/31/23,21:57:56,Klein PLC,Nicole Hamilton,485.72,"Kimmouth, South Dakota, Trinidad and Tobago",AmEx,Purchase
12/16/23,22:29:57,Knight Inc,Selena Nichols,114.92,"Barbaraside, Arizona, Trinidad and Tobago",MasterCard,Purchase
12/8/23,7:32:21,Kramer-Hampton,Julie Watkins,327.47,"Wongchester, New York, Cocos (Keeling) Islands",Visa,Purchase
11/1/23,6:36:54,Lang-Porter,Dawn Ramirez,499.42,"Kingtown, Hawaii, Pitcairn Islands",AmEx,Purchase
7/28/23,9:24:55,Lawrence-Martinez,Barbara Miller,374.43,"Roseside, Missouri, Belgium",AmEx,Purchase
1/20/24,14:39:38,Lee Ltd,Alyssa Goodwin,117.22,"Karenton, Wyoming, Romania",Visa,Purchase
7/24/23,23:37:11,Lee PLC,Aaron Perez,21.17,"West Nicole, New Jersey, Paraguay",Visa,Purchase
10/30/23,3:08:07,Lee-Barajas,Barbara Miller,402.69,"Lewisfurt, Washington, Tonga",MasterCard,Purchase
2/13/24,18:00:55,Lee-Olson,Tyler Williams,347.62,"Davisville, South Dakota, Bangladesh",AmEx,Purchase
7/6/23,23:17:02,Lee-Phillips,Carly Russell,481.55,"Jensenborough, Michigan, Ethiopia",AmEx,Purchase
3/9/23,13:50:59,Lee-Thomas,Tyler Williams,13.72,"Gibbsfurt, Idaho, Honduras",Visa,Purchase
2/27/23,3:22:48,Lee-Thompson,Tyler Williams,286.49,"North Randall, Wisconsin, Lesotho",AmEx,Purchase
5/14/23,12:27:09,Leonard PLC,Rebecca Fisher,129.8,"East Hectorshire, West Virginia, Holy See (Vatican City State)",MasterCard,Purchase
7/30/23,7:38:01,Leonard-Hawkins,Alyssa Goodwin,275.89,"East Isaiahhaven, Kansas, Chad",Visa,Purchase
10/12/23,3:39:34,Lewis Ltd,John Barton,225.63,"Port Jeff, Iowa, United States Virgin Islands",AmEx,Purchase
10/17/23,15:28:32,Lewis-Sanchez,Jennifer Townsend,293.84,"North David, Hawaii, Brunei Darussalam",Visa,Purchase
5/1/23,23:46:45,"Lewis, Cardenas and Mitchell",Cindy Washington,464.08,"Butlerhaven, Michigan, Taiwan",MasterCard,Purchase
8/1/23,22:47:40,"Lewis, Hall and Daugherty",Michael Long,417.48,"Joseshire, Oklahoma, Saint Barthelemy",Visa,Purchase
6/23/23,20:56:59,"Lewis, Jones and Taylor",Lauren Romero,211.93,"Chapmanville, Alaska, Portugal",MasterCard,Purchase
12/1/23,18:00:54,"Lewis, Rodriguez and Bell",Nicole Hamilton,179.05,"Lake Rhonda, Arizona, Kuwait",Visa,Purchase
3/21/23,13:27:35,Logan-Parker,Veronica Rivers,411.21,"Jamesfort, North Carolina, Portugal",AmEx,Purchase
9/27/23,13:36:08,Long-Carney,Wanda Sullivan,101.43,"Travishaven, Iowa, Fiji",Visa,Purchase
9/10/23,13:17:43,Lopez Group,Zachary Lopez,232.27,"East Christina, New Mexico, Montserrat",AmEx,Purchase
7/20/23,18:12:11,Lopez Ltd,Elizabeth Adams,473.35,"Brandonshire, North Dakota, Slovenia",AmEx,Purchase
4/30/23,13:39:55,"Lopez, Jennings and Williams",Aaron Perez,435.32,"Lake Laurenmouth, California, Afghanistan",Visa,Purchase
6/26/23,20:13:56,"Lopez, Schwartz and Todd",Nicole Hamilton,21.09,"New John, Louisiana, Guinea-Bissau",MasterCard,Purchase
8/9/23,7:51:38,Lowery and Sons,Tyler Williams,453.18,"West Colleenland, Nevada, Niue",AmEx,Purchase
3/12/23,21:19:24,Luna-Curtis,Christopher Hicks,162.38,"Davidport, Alaska, Saint Barthelemy",Visa,Purchase
3/12/23,7:49:16,Lynch-Herrera,Jonathan Anderson,361.65,"East Keithland, North Dakota, Swaziland",AmEx,Purchase
5/11/23,19:40:23,"Lynch, Williams and Bennett",Alyssa Ruiz,301.59,"Bankstown, Nebraska, Maldives",Visa,Purchase
1/6/24,14:11:44,Lyons-Johnson,Carl Kelly,370.2,"Johnsonmouth, Maine, French Polynesia",AmEx,Purchase
4/21/23,1:27:13,Macias and Sons,Zachary Lopez,326.71,"North Ashley, Idaho, Jamaica",Visa,Purchase
7/22/23,7:02:04,Madden-Nelson,Victor Patel,295.87,"Fowlerside, New York, Uganda",MasterCard,Purchase
7/17/23,8:16:49,Malone-Elliott,Christopher Hicks,76.88,"Willishaven, New Jersey, Egypt",Visa,Purchase
10/7/23,3:40:18,"Manning, Murphy and Lee",Selena Nichols,58.53,"Cynthiachester, Nevada, Gibraltar",AmEx,Purchase
10/8/23,5:14:47,Marks-Johnson,Aaron Perez,53.56,"Raymouth, West Virginia, Congo",AmEx,Purchase
8/11/23,18:20:18,Martin Inc,David Smith,82.07,"Lisaland, Colorado, Botswana",Visa,Purchase
1/25/24,3:36:02,Martin LLC,Jonathan Anderson,395.85,"Masonberg, Massachusetts, Belgium",Visa,Purchase
3/3/23,12:02:40,Martin PLC,Christopher Hicks,475.24,"Lloydside, Nevada, Jersey",Visa,Purchase
10/2/23,12:49:31,Martin-Gonzalez,Barbara Miller,148.05,"New Michelleborough, Connecticut, Netherlands Antilles",Visa,Purchase
1/8/24,21:04:49,Martin-Gray,Shannon Guerra,27.8,"Lake Emmahaven, Rhode Island, Lithuania",Visa,Purchase
3/12/23,18:31:52,Martin-Hall,Katie Schmitt,481.75,"Laurieview, Nevada, Malta",MasterCard,Purchase
9/7/23,14:12:24,Martin-Kim,Veronica Rivers,199.82,"East Brian, West Virginia, Saint Kitts and Nevis",AmEx,Purchase
11/16/23,4:19:59,Martin-Pena,Carly Russell,334.37,"Port Joseph, California, Costa Rica",MasterCard,Purchase
3/24/23,22:43:25,"Martin, Bailey and Hanson",Rodney Williams Jr.,304.14,"North Tamara, Massachusetts, South Africa",Visa,Purchase
12/19/23,20:41:49,"Martin, Harris and Burke",Lauren Romero,455.71,"Watsonfort, Washington, Chad",AmEx,Purchase
12/12/23,6:33:32,"Martin, Williams and Gutierrez",Nicole Hamilton,21.11,"Lake Virginiamouth, North Dakota, Libyan Arab Jamahiriya",AmEx,Purchase
7/18/23,20:58:21,Martinez-Garcia,Alyssa Goodwin,21.51,"Sharonburgh, Colorado, Nigeria",Visa,Purchase
12/1/23,22:47:50,"Martinez, Curry and Garcia",Colleen Butler,253.62,"Xaviermouth, Arkansas, Lao People's Democratic Republic",AmEx,Purchase
3/26/23,12:07:36,"Martinez, Duffy and Carter",Lauren Romero,50.2,"East Samanthabury, California, Holy See (Vatican City State)",Visa,Purchase
6/27/23,6:28:38,"Martinez, Garcia and Sanchez",Daniel Johnson,341.41,"Cartertown, Nebraska, Guernsey",AmEx,Purchase
11/1/23,14:32:49,"Martinez, Riddle and Hood",David Smith,391.09,"Brandonton, Arkansas, Turkey",MasterCard,Purchase
1/30/24,8:05:35,Matthews Group,Mackenzie Graham,424.93,"Sherriview, Maryland, Iran",Visa,Purchase
5/11/23,1:33:32,May and Sons,Dr. April Adams DDS,106.15,"Romeromouth, Maryland, Saint Martin",Visa,Purchase
12/22/23,10:53:49,Mccann-Hill,Christopher Hicks,245.1,"South Alexis, New Mexico, Dominican Republic",MasterCard,Purchase
6/27/23,18:45:48,Mccormick-Cole,Aaron Perez,290.31,"Gomezhaven, Massachusetts, New Caledonia",Visa,Purchase
6/29/23,10:51:47,Mccoy-Hart,Jennifer Townsend,210.57,"New Anthonyfort, Oregon, Sudan",AmEx,Purchase
5/27/23,7:31:58,Mcdonald Inc,Marissa Myers,160.76,"Lancetown, Texas, British Virgin Islands",AmEx,Purchase
7/2/23,14:03:58,Mcdonald-Sutton,Ana Gates,353.84,"West Natalie, Montana, Greenland",MasterCard,Purchase
6/5/23,2:52:25,Mcdonald-Young,Eric Wilson,77.23,"Jeffreyland, New Hampshire, Japan",MasterCard,Purchase
2/12/24,6:16:03,"Mcdonald, Valenzuela and Chapman",Cindy Washington,196.09,"Lake Brianland, North Carolina, Togo",Visa,Purchase
1/10/24,18:33:08,Mcgee-Anderson,Tammy Parker,120.71,"Valerieshire, Montana, Belize",Visa,Purchase
7/20/23,4:07:01,Mcguire and Sons,Dawn Ramirez,317.78,"Baileyville, New Jersey, Iceland",AmEx,Purchase
8/12/23,2:14:27,Mckee and Sons,Kyle Wolfe,274.98,"Margaretport, Alaska, Saint Vincent and the Grenadines",MasterCard,Purchase
11/8/23,1:25:56,Mckinney PLC,Tiffany Barrera,160.17,"Townsendborough, Georgia, Grenada",Visa,Purchase
12/14/23,20:21:39,Mckinney-Green,Rodney Williams Jr.,100.02,"South Anitaport, Oregon, Andorra",Visa,Purchase
7/16/23,7:10:12,"Mclaughlin, Bradley and Thornton",John Barton,356.58,"Port Kristenchester, Kentucky, Reunion",Visa,Purchase
6/2/23,4:18:11,Mclean-Miller,Andrea Smith,126.09,"Lake Royhaven, Maryland, Suriname",AmEx,Purchase
7/14/23,4:54:14,Mcmillan-King,Zachary Lopez,342.03,"Davidberg, Tennessee, Dominican Republic",AmEx,Purchase
8/24/23,5:05:30,Mcpherson-Lewis,Patricia Herrera,437.49,"Port Kimberly, Florida, Nauru",AmEx,Purchase
10/21/23,15:07:18,Medina-Schmidt,Julie Watkins,196.25,"Zhangtown, Washington, Panama",AmEx,Purchase
12/7/23,4:09:56,"Mendoza, Cowan and Evans",Victor Patel,391.88,"South Dennis, Idaho, Jordan",AmEx,Purchase
10/30/23,10:52:17,"Mendoza, Porter and Barber",Alyssa Ruiz,481.4,"Hollowaychester, Massachusetts, Tonga",AmEx,Purchase
12/8/23,3:55:27,"Mercer, Rodriguez and Evans",Dr. April Adams DDS,229.39,"Port Adam, Illinois, Comoros",AmEx,Purchase
4/10/23,10:42:53,Merritt-Collins,Jonathan Anderson,17.1,"North Gary, Colorado, Korea",AmEx,Purchase
11/26/23,11:15:23,Meyer LLC,Tyler Williams,389.58,"New Jenniferfort, Montana, Cambodia",MasterCard,Purchase
12/15/23,0:35:27,"Meyer, Glass and Shelton",Amanda Roberts,427.37,"West Heathertown, Maryland, Heard Island and McDonald Islands",Visa,Purchase
10/3/23,23:25:25,"Meza, Harris and Barnes",Dr. April Adams DDS,270.1,"Kristamouth, Massachusetts, Ghana",MasterCard,Purchase
4/24/23,20:41:59,Miller Inc,Michael Long,408.98,"East Corey, Virginia, Turks and Caicos Islands",AmEx,Purchase
5/20/23,1:03:57,Miller Inc,Daniel Johnson,13.38,"South Melissaview, Wisconsin, Peru",Visa,Purchase
6/7/23,20:22:40,Miller PLC,John Barton,371.73,"Carolinemouth, Florida, Greenland",AmEx,Purchase
9/7/23,1:48:54,Miller-Cardenas,Andrea Smith,184.78,"Josephland, Iowa, Jordan",MasterCard,Purchase
6/3/23,9:35:30,Miller-Fischer,Charles Thomas,109.15,"Robertfurt, Delaware, Gibraltar",Visa,Purchase
7/7/23,13:27:18,"Miller, Edwards and Wolf",Cindy Washington,449.99,"Anthonyborough, Hawaii, United Arab Emirates",Visa,Purchase
12/24/23,2:22:39,"Miller, Johnson and Duarte",Rodney Williams Jr.,38.28,"Tamimouth, North Carolina, Greenland",AmEx,Purchase
1/25/24,15:14:08,"Miller, Russell and Soto",Carly Russell,93.47,"New Robert, Kansas, British Indian Ocean Territory (Chagos Archipelago)",Visa,Purchase
4/14/23,1:46:07,"Mills, Garcia and Beck",Andrea Smith,301.29,"Matthewhaven, Rhode Island, Cocos (Keeling) Islands",Visa,Purchase
12/15/23,11:55:05,Miranda Inc,Elizabeth Adams,376.42,"West Reneeview, Kentucky, Saint Helena",AmEx,Purchase
6/12/23,8:21:19,"Miranda, Allen and Cruz",Rodney Williams Jr.,283.52,"South Johnport, New Hampshire, United States Virgin Islands",Visa,Purchase
9/9/23,11:37:13,Mitchell Inc,Mackenzie Graham,23.47,"New Julie, Missouri, Dominican Republic",MasterCard,Purchase
11/7/23,22:29:18,Mitchell LLC,Veronica Rivers,44.71,"Brettborough, Nevada, Czech Republic",Visa,Purchase
11/22/23,10:24:41,Mitchell-Sanders,Nicole Hamilton,424.17,"Benjamintown, Oregon, Jersey",AmEx,Purchase
9/18/23,1:24:14,Montgomery Group,Carly Russell,31.13,"Johnsonburgh, Idaho, Tonga",Visa,Purchase
9/19/23,11:34:29,Montgomery-Newton,Tyler Williams,277.04,"West Robin, Nebraska, Marshall Islands",Visa,Purchase
4/1/23,20:46:06,Moore Ltd,Ana Gates,452.21,"Martinburgh, Louisiana, Korea",MasterCard,Purchase
6/27/23,6:26:47,Moore Ltd,Tiffany Ramirez,32.34,"East Edward, Nevada, Nigeria",AmEx,Purchase
2/23/23,17:36:51,Moore-Davenport,Dawn Ramirez,239.01,"Watsonfurt, Oklahoma, Bosnia and Herzegovina",Visa,Purchase
4/25/23,21:31:23,Moore-Graves,Veronica Rivers,268.75,"Jenniferbury, West Virginia, Mauritius",AmEx,Purchase
5/18/23,13:04:25,"Moore, Bell and Saunders",Jennifer Gray,59.03,"Vanessashire, Hawaii, Vietnam",Visa,Purchase
10/21/23,13:56:38,"Moore, Ibarra and Hood",Alyssa Goodwin,359.97,"Lake Susanland, Nevada, Madagascar",AmEx,Purchase
9/13/23,22:40:17,"Moore, Lowe and Garcia",Colleen Butler,328.28,"Josephside, Kentucky, Turks and Caicos Islands",MasterCard,Purchase
1/22/24,11:02:55,"Moore, Marks and Mcclure",Carl Kelly,413.57,"Markmouth, Mississippi, Palau",MasterCard,Purchase
12/4/23,17:33:30,"Moore, Moore and Tucker",Mackenzie Graham,200.92,"Lake Vincent, Pennsylvania, Thailand",AmEx,Purchase
9/23/23,18:34:28,Mora LLC,Daniel Johnson,19.32,"Longfort, Washington, Cote d'Ivoire",AmEx,Purchase
9/8/23,7:35:11,"Moran, Green and Mcguire",Rebecca Fisher,206.56,"Nicoleview, Massachusetts, United States of America",AmEx,Purchase
10/1/23,1:58:47,"Moreno, Porter and Boyd",Cheyenne Jones,154.51,"Barrettfort, Wisconsin, Croatia",Visa,Purchase
9/14/23,5:36:35,Morgan and Sons,Carly Russell,375.8,"Bradleyville, Tennessee, Pakistan",AmEx,Purchase
1/14/24,20:01:12,Morgan-King,Rebecca Fisher,223.08,"East Zachary, Alaska, Togo",AmEx,Purchase
12/5/23,9:40:58,Morgan-Ross,Zachary Lopez,226.54,"West Davidhaven, Georgia, Madagascar",Visa,Purchase
4/28/23,6:39:57,Morgan-Schmidt,Mackenzie Graham,443.1,"West Dennis, New Mexico, Greenland",MasterCard,Purchase
3/19/23,8:41:27,"Morgan, Herring and Reid",Aaron Perez,422.41,"Annetteburgh, Alaska, Moldova",MasterCard,Purchase
8/15/23,17:45:52,Morris and Sons,Dawn Ramirez,59.27,"Port Michelleburgh, Idaho, Nepal",Visa,Purchase
11/22/23,9:26:51,Morris LLC,Aaron Perez,19.84,"New Jimmyview, Nebraska, Montenegro",MasterCard,Purchase
12/24/23,9:49:49,Morris-Oconnell,Charles Thomas,136.54,"Amyhaven, Virginia, Kyrgyz Republic",Visa,Purchase
12/19/23,6:01:59,Morrow Ltd,Zachary Lopez,479.85,"Lake John, Illinois, Aruba",Visa,Purchase
10/1/23,4:36:00,Morrow PLC,Cindy Washington,469.11,"Kevinville, Missouri, Saudi Arabia",MasterCard,Purchase
8/16/23,22:07:01,Morton-Brown,Carly Russell,197.35,"East Shelly, New York, Belize",Visa,Purchase
12/12/23,8:00:31,Munoz-Butler,Kyle Wolfe,87.54,"Hernandezburgh, Maryland, Montenegro",Visa,Purchase
1/15/24,2:59:22,Murphy-Chavez,Amanda Roberts,309.69,"North Jeremy, Texas, Korea",AmEx,Purchase
9/16/23,18:39:09,Murray Inc,Jonathan Anderson,91.09,"Jamesville, Minnesota, Croatia",AmEx,Purchase
3/20/23,10:23:40,Myers and Sons,Christopher Hicks,367.91,"Lake Wesleybury, Arizona, New Zealand",MasterCard,Purchase
1/7/24,21:21:00,"Myers, Adkins and Goodwin",Colleen Butler,213.5,"Griffinborough, Utah, Pakistan",MasterCard,Purchase
6/23/23,17:27:54,"Myers, Flores and Cole",Katie Schmitt,298.46,"Shelbyfurt, Kansas, Samoa",AmEx,Purchase
3/9/23,16:33:40,Navarro and Sons,Rodney Williams Jr.,224.95,"West Jodi, Louisiana, Isle of Man",AmEx,Purchase
10/30/23,13:45:17,Neal-Mitchell,Colleen Butler,488.75,"Kristenbury, Nevada, Hungary",AmEx,Purchase
7/25/23,16:00:58,Nelson Group,Marissa Myers,346.31,"Mclaughlinhaven, Hawaii, Greenland",Visa,Purchase
9/19/23,16:01:01,Nelson-Rose,Victor Patel,205.07,"Beckerbury, Indiana, Madagascar",AmEx,Purchase
5/14/23,7:30:37,Newton Group,Eric Wilson,103.52,"West Jonathan, Alabama, Belize",Visa,Purchase
12/19/23,20:00:36,Newton LLC,William Jackson,42.6,"Port Susanbury, Wyoming, Ghana",AmEx,Purchase
5/25/23,2:05:18,Nguyen-Gray,John Barton,352.16,"Owenchester, Connecticut, Gambia",AmEx,Purchase
4/26/23,17:38:34,Nichols PLC,Veronica Rivers,27.8,"Christophermouth, Hawaii, Hungary",MasterCard,Purchase
12/5/23,7:24:24,"Nicholson, Baker and Combs",Christopher Hicks,155.97,"Jamesburgh, Virginia, Turks and Caicos Islands",MasterCard,Purchase
4/1/23,3:30:33,"Norman, Pollard and Mendoza",Alyssa Goodwin,426.48,"East Stephaniefort, Connecticut, Peru",MasterCard,Purchase
10/11/23,20:30:34,"Norton, Smith and Snyder",Wanda Sullivan,269.98,"Lopezview, Alaska, Moldova",Visa,Purchase
12/6/23,12:27:17,Novak-Perez,Marissa Myers,65.86,"Andreafort, Wisconsin, Montenegro",Visa,Purchase
3/28/23,23:59:44,Nunez-Lawrence,Jennifer Townsend,29.77,"Reevesland, Connecticut, Cuba",MasterCard,Purchase
1/5/24,18:37:08,Oliver-Alvarado,Selena Nichols,419.72,"Sergioside, Mississippi, Italy",AmEx,Purchase
2/20/23,15:08:52,Oliver-Bentley,Kyle Wolfe,269.31,"West Kellyshire, Nevada, Pakistan",Visa,Purchase
3/7/23,10:48:27,Oliver-Turner,Daniel Johnson,412.88,"South Michaelaside, Kentucky, American Samoa",MasterCard,Purchase
12/31/23,5:05:46,"Olsen, Mercado and Hall",Barbara Miller,231.16,"North Jenniferhaven, New Hampshire, Antarctica (the territory South of 60 deg S)",Visa,Purchase
6/27/23,1:23:59,Olson LLC,Alyssa Ruiz,249.29,"Sonyashire, Maryland, Guam",Visa,Purchase
5/1/23,22:49:23,"Oneill, Jenkins and Joseph",Katie Schmitt,257.8,"East Jason, West Virginia, Uganda",MasterCard,Purchase
2/24/23,2:10:56,Online Learning Platform,Cheyenne Jones,29.99,"Boston, MA, USA",MasterCard,Purchase
2/25/23,16:22:26,Online Learning Platform,John Wallace,29.99,"Boston, MA, USA",MasterCard,Purchase
3/21/23,22:14:38,Online Learning Platform,Shannon Guerra,29.99,"Boston, MA, USA",MasterCard,Purchase
4/7/23,20:24:13,Online Learning Platform,Lauren Romero,29.99,"Boston, MA, USA",AmEx,Purchase
4/9/23,0:23:27,Online Learning Platform,Selena Nichols,29.99,"Boston, MA, USA",Visa,Purchase
4/11/23,21:39:07,Online Learning Platform,Alyssa Ruiz,29.99,"Boston, MA, USA",AmEx,Purchase
4/16/23,2:22:55,Online Learning Platform,Elizabeth Adams,29.99,"Boston, MA, USA",Visa,Purchase
4/19/23,2:05:46,Online Learning Platform,Katie Schmitt,29.99,"Boston, MA, USA",AmEx,Purchase
4/23/23,4:11:14,Online Learning Platform,David Smith,29.99,"Boston, MA, USA",AmEx,Purchase
4/24/23,2:00:08,Online Learning Platform,David Smith,29.99,"Boston, MA, USA",Visa,Purchase
5/9/23,10:46:23,Online Learning Platform,Rodney Williams Jr.,29.99,"Boston, MA, USA",MasterCard,Purchase
5/14/23,17:45:29,Online Learning Platform,Julie Chandler,29.99,"Boston, MA, USA",Visa,Purchase
5/21/23,2:06:13,Online Learning Platform,Aaron Perez,29.99,"Boston, MA, USA",Visa,Purchase
5/21/23,15:05:53,Online Learning Platform,Kyle Wolfe,29.99,"Boston, MA, USA",MasterCard,Purchase
6/13/23,19:06:11,Online Learning Platform,Dawn Ramirez,29.99,"Boston, MA, USA",Visa,Purchase
6/13/23,21:55:36,Online Learning Platform,Craig Roman,29.99,"Boston, MA, USA",MasterCard,Purchase
6/27/23,2:07:58,Online Learning Platform,Aaron Perez,29.99,"Boston, MA, USA",Visa,Purchase
7/2/23,18:01:06,Online Learning Platform,Rebecca Fisher,29.99,"Boston, MA, USA",MasterCard,Purchase
7/3/23,21:33:11,Online Learning Platform,Katie Schmitt,29.99,"Boston, MA, USA",Visa,Purchase
7/11/23,3:08:30,Online Learning Platform,Nicole Hamilton,29.99,"Boston, MA, USA",MasterCard,Purchase
7/15/23,3:31:43,Online Learning Platform,William Jackson,29.99,"Boston, MA, USA",MasterCard,Purchase
7/16/23,8:27:38,Online Learning Platform,Selena Nichols,29.99,"Boston, MA, USA",AmEx,Purchase
7/17/23,8:57:44,Online Learning Platform,Mackenzie Graham,29.99,"Boston, MA, USA",Visa,Purchase
7/22/23,2:52:40,Online Learning Platform,Veronica Rivers,29.99,"Boston, MA, USA",Visa,Purchase
8/4/23,16:36:25,Online Learning Platform,Amanda Roberts,29.99,"Boston, MA, USA",MasterCard,Purchase
8/7/23,16:27:21,Online Learning Platform,Jennifer Gray,29.99,"Boston, MA, USA",Visa,Purchase
8/8/23,14:50:06,Online Learning Platform,Tiffany Barrera,29.99,"Boston, MA, USA",Visa,Purchase
8/10/23,23:25:31,Online Learning Platform,Alyssa Ruiz,29.99,"Boston, MA, USA",AmEx,Purchase
8/12/23,20:28:51,Online Learning Platform,Tammy Parker,29.99,"Boston, MA, USA",MasterCard,Purchase
8/14/23,20:04:40,Online Learning Platform,Craig Roman,29.99,"Boston, MA, USA",AmEx,Purchase
8/14/23,23:29:53,Online Learning Platform,John Wallace,29.99,"Boston, MA, USA",MasterCard,Purchase
8/20/23,7:16:26,Online Learning Platform,William Jackson,29.99,"Boston, MA, USA",Visa,Purchase
8/23/23,10:25:20,Online Learning Platform,Tiffany Ramirez,29.99,"Boston, MA, USA",AmEx,Purchase
8/25/23,13:00:06,Online Learning Platform,Tiffany Ramirez,29.99,"Boston, MA, USA",AmEx,Purchase
9/10/23,10:26:03,Online Learning Platform,William Jackson,29.99,"Boston, MA, USA",Visa,Purchase
9/13/23,2:11:40,Online Learning Platform,Rebecca Fisher,29.99,"Boston, MA, USA",MasterCard,Purchase
9/18/23,16:29:16,Online Learning Platform,Elizabeth Adams,29.99,"Boston, MA, USA",Visa,Purchase
9/19/23,18:15:04,Online Learning Platform,Nicole Hamilton,29.99,"Boston, MA, USA",MasterCard,Purchase
9/23/23,15:52:42,Online Learning Platform,Tammy Parker,29.99,"Boston, MA, USA",AmEx,Purchase
9/26/23,7:01:36,Online Learning Platform,Alyssa Ruiz,29.99,"Boston, MA, USA",MasterCard,Purchase
9/28/23,8:12:43,Online Learning Platform,Lauren Romero,29.99,"Boston, MA, USA",AmEx,Purchase
9/30/23,2:23:41,Online Learning Platform,Michael Long,29.99,"Boston, MA, USA",Visa,Purchase
10/2/23,0:05:19,Online Learning Platform,Zachary Lopez,29.99,"Boston, MA, USA",Visa,Purchase
10/13/23,15:43:37,Online Learning Platform,Dr. April Adams DDS,29.99,"Boston, MA, USA",AmEx,Purchase
10/17/23,11:49:30,Online Learning Platform,Lauren Romero,29.99,"Boston, MA, USA",AmEx,Purchase
11/8/23,2:41:20,Online Learning Platform,Rebecca Fisher,29.99,"Boston, MA, USA",MasterCard,Purchase
11/14/23,4:16:38,Online Learning Platform,Nicole Hamilton,29.99,"Boston, MA, USA",MasterCard,Purchase
11/19/23,8:45:01,Online Learning Platform,Alyssa Goodwin,29.99,"Boston, MA, USA",Visa,Purchase
11/22/23,5:21:05,Online Learning Platform,Tiffany Ramirez,29.99,"Boston, MA, USA",AmEx,Purchase
11/29/23,7:34:47,Online Learning Platform,Veronica Rivers,29.99,"Boston, MA, USA",Visa,Purchase
12/1/23,9:12:39,Online Learning Platform,Michael Long,29.99,"Boston, MA, USA",Visa,Purchase
12/3/23,20:31:33,Online Learning Platform,Brian Davies,29.99,"Boston, MA, USA",Visa,Purchase
12/7/23,0:44:56,Online Learning Platform,Amanda Roberts,29.99,"Boston, MA, USA",MasterCard,Purchase
12/9/23,23:23:27,Online Learning Platform,Cheyenne Jones,29.99,"Boston, MA, USA",MasterCard,Purchase
12/19/23,7:48:34,Online Learning Platform,Colleen Butler,29.99,"Boston, MA, USA",MasterCard,Purchase
12/25/23,1:51:29,Online Learning Platform,Katie Schmitt,29.99,"Boston, MA, USA",Visa,Purchase
12/25/23,16:29:45,Online Learning Platform,Rebecca Fisher,29.99,"Boston, MA, USA",Visa,Purchase
1/3/24,8:31:26,Online Learning Platform,Aaron Perez,29.99,"Boston, MA, USA",MasterCard,Purchase
1/4/24,3:52:20,Online Learning Platform,Victor Patel,29.99,"Boston, MA, USA",Visa,Purchase
1/10/24,9:12:00,Online Learning Platform,Tammy Parker,29.99,"Boston, MA, USA",Visa,Purchase
1/18/24,4:17:06,Online Learning Platform,Cheyenne Jones,29.99,"Boston, MA, USA",MasterCard,Purchase
1/20/24,9:52:51,Online Learning Platform,Tammy Parker,29.99,"Boston, MA, USA",AmEx,Purchase
1/22/24,3:02:37,Online Learning Platform,Julie Watkins,29.99,"Boston, MA, USA",Visa,Purchase
1/25/24,4:30:53,Online Learning Platform,Tiffany Barrera,29.99,"Boston, MA, USA",Visa,Purchase
